SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
317994,6007681,Active,currency 1,-104,0,270.0,,,0,421758.0,364095.0,0.0,0.0,Consumer credit,-17,
203676,5187346,Active,currency 1,-337,0,759.0,,0.0,0,1365696.135,1095287.04,0.0,0.0,Consumer credit,-36,
171127,6676570,Closed,currency 1,-1083,0,76.0,-341.0,0.0,0,405000.0,,,0.0,Consumer credit,-341,
189410,5305907,Closed,currency 1,-2558,0,-731.0,-1060.0,,0,292500.0,0.0,0.0,0.0,Consumer credit,-66,
408603,6462421,Closed,currency 1,-897,0,209.0,-824.0,0.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-824,
230043,5682946,Closed,currency 1,-2080,0,-1745.0,-1774.0,0.0,0,28081.35,0.0,0.0,0.0,Consumer credit,-1774,
120323,5831782,Closed,currency 1,-1147,0,-934.0,-1022.0,,0,26544.51,0.0,,0.0,Consumer credit,-734,
124487,5293766,Closed,currency 1,-1261,0,-895.0,-916.0,13549.5,0,157500.0,0.0,0.0,0.0,Consumer credit,-871,
196520,6248198,Active,currency 1,-748,0,30971.0,,,0,0.0,0.0,0.0,0.0,Credit card,-17,
361158,6568074,Closed,currency 1,-567,0,-386.0,-356.0,,0,60349.5,,,0.0,Consumer credit,-350,0.0
377286,5527075,Closed,currency 1,-483,0,-187.0,-187.0,0.0,0,42502.95,0.0,0.0,0.0,Consumer credit,-187,
438531,5275320,Closed,currency 1,-1419,0,,-655.0,0.0,0,378000.0,0.0,0.0,0.0,Credit card,-654,
191557,6793778,Closed,currency 1,-952,0,-222.0,-224.0,,0,160713.0,0.0,0.0,0.0,Consumer credit,-220,0.0
382301,5243607,Closed,currency 1,-604,0,492.0,-404.0,0.0,0,1870159.5,,,0.0,Car loan,-404,
379445,5316304,Active,currency 1,-791,0,,,,0,103500.0,,,0.0,Credit card,-19,
403520,6783739,Closed,currency 1,-539,0,-361.0,-335.0,,0,190431.0,,,0.0,Consumer credit,-329,0.0
261166,5948949,Active,currency 1,-392,0,338.0,,0.0,0,140904.0,73264.5,0.0,0.0,Consumer credit,-27,32643.0
283182,6529473,Active,currency 1,-114,0,1712.0,,,0,355500.0,345577.5,0.0,0.0,Consumer credit,-15,0.0
137415,5027682,Sold,currency 1,-1154,0,673.0,-94.0,12937.5,0,746248.5,0.0,0.0,0.0,Consumer credit,-94,
352317,5348807,Closed,currency 1,-2904,0,-2508.0,-2537.0,0.0,0,117418.5,0.0,0.0,0.0,Consumer credit,-2537,
234386,5590050,Closed,currency 1,-624,0,-77.0,-287.0,0.0,0,147780.0,0.0,0.0,0.0,Consumer credit,-287,
340456,5811780,Closed,currency 1,-968,0,-787.0,-787.0,0.0,0,136845.0,0.0,0.0,0.0,Consumer credit,-783,
354818,6176132,Closed,currency 1,-1732,0,-1557.0,-1557.0,6790.5,0,40347.0,0.0,0.0,0.0,Consumer credit,-1557,
186306,5284537,Sold,currency 1,-1150,0,5044.0,,,0,3600000.0,,,0.0,Mortgage,-39,
425624,5071193,Closed,currency 1,-1570,0,-1205.0,-1203.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-1176,
399746,5016015,Closed,currency 1,-2322,0,-1214.0,-1671.0,0.0,0,112500.0,0.0,0.0,0.0,Credit card,-1671,
451226,6527396,Closed,currency 1,-1129,0,-828.0,-828.0,,0,69988.5,0.0,,0.0,Consumer credit,-528,
255730,6820935,Active,currency 1,-776,0,1050.0,,,0,2987698.5,2167767.0,,0.0,Car loan,-50,0.0
219492,5602066,Active,currency 1,-268,0,1190.0,,,0,738670.5,615550.5,,0.0,Consumer credit,-19,
267448,6288235,Closed,currency 1,-2561,0,-2379.0,-2379.0,0.0,0,28624.5,,,0.0,Consumer credit,-2375,0.0
416279,5442273,Active,currency 1,-675,0,27496.0,,0.0,1,45000.0,0.0,45000.0,0.0,Credit card,-170,
365121,6277824,Active,currency 1,-362,0,368.0,,,0,116703.0,73777.5,0.0,0.0,Consumer credit,-47,
268982,6125020,Closed,currency 1,-2707,0,-2524.0,-2524.0,0.0,0,24300.0,0.0,0.0,0.0,Consumer credit,-2524,
413209,5000866,Active,currency 1,-328,0,1498.0,,,0,405000.0,339255.0,0.0,0.0,Consumer credit,-13,
389299,6795778,Closed,currency 1,-1715,0,-1602.0,-1602.0,,0,29344.5,,,0.0,Consumer credit,-1602,
382881,6337773,Active,currency 1,-1030,0,58.0,,,0,270000.0,26536.5,0.0,0.0,Credit card,-50,
363379,6217961,Closed,currency 1,-750,0,-536.0,-564.0,,0,42396.84,0.0,,0.0,Consumer credit,-560,
401498,6377775,Active,currency 1,-160,78,1025.0,,,0,211500.0,189657.0,0.0,13050.0,Credit card,-68,
221886,5341592,Closed,currency 1,-483,0,-179.0,-179.0,0.0,0,222750.0,0.0,0.0,0.0,Consumer credit,-177,
418328,5636343,Closed,currency 1,-978,0,-918.0,-863.0,,0,329616.0,,,0.0,Consumer credit,-860,
252790,6496019,Active,currency 1,-800,0,1026.0,,,0,900004.5,,,0.0,Car loan,-6,
161163,6569155,Active,currency 1,-516,0,10441.0,,0.0,0,186750.0,,,0.0,Credit card,-12,224446.5
115016,5480130,Closed,currency 1,-2481,0,-2134.0,-2257.0,0.0,0,67500.0,0.0,0.0,0.0,Consumer credit,-2255,
412802,5817887,Closed,currency 1,-707,0,-164.0,-132.0,,0,240511.5,,,0.0,Consumer credit,-125,0.0
127752,5848209,Closed,currency 1,-358,0,-268.0,-268.0,15361.11,0,46584.72,0.0,0.0,0.0,Consumer credit,-262,
417863,6278608,Closed,currency 1,-932,0,-567.0,-657.0,,0,112729.5,0.0,,0.0,Consumer credit,-653,
307355,6315458,Active,currency 1,-388,0,696.0,,,0,90000.0,90621.0,0.0,0.0,Credit card,-24,
358335,6015188,Closed,currency 1,-2642,0,-2214.0,-2210.0,,0,29151.0,0.0,0.0,0.0,Consumer credit,-875,0.0
226863,5810151,Active,currency 1,-1668,0,-91.0,,,0,702000.0,61960.5,0.0,0.0,Credit card,-16,
419555,5692007,Closed,currency 1,-1827,0,-731.0,-731.0,4158.0,0,183465.0,0.0,0.0,0.0,Consumer credit,-702,14041.485
314418,6574516,Closed,currency 1,-959,0,-774.0,-774.0,,0,121986.0,0.0,0.0,0.0,Consumer credit,-766,0.0
169471,5021220,Active,currency 1,-384,0,1455.0,,,0,135000.0,103750.875,31249.125,0.0,Credit card,-17,27000.0
288490,5311951,Active,currency 1,-1039,0,34.0,,,0,225000.0,177304.5,0.0,0.0,Credit card,-17,
265685,6137385,Active,currency 1,-45,0,,,0.0,0,88938.0,88938.0,0.0,0.0,Credit card,-19,0.0
404688,5990647,Closed,currency 1,-783,0,-567.0,-573.0,,0,67500.0,0.0,0.0,0.0,Consumer credit,-571,
318591,6510037,Active,currency 1,-1855,0,9102.0,,2862.0,1,117000.0,,,0.0,Credit card,-7,
108753,5593496,Closed,currency 1,-800,0,-435.0,-430.0,15180.075,0,145626.075,0.0,0.0,0.0,Consumer credit,-424,
190321,5245904,Active,currency 1,-1122,0,,,11394.0,0,675000.0,521023.5,153976.5,0.0,Credit card,-8,
267414,5162862,Active,currency 1,-167,0,564.0,,,0,138447.0,122242.5,,0.0,Consumer credit,-26,7200.0
343861,5254828,Active,currency 1,-263,0,1050.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-32,
115961,6063530,Active,currency 1,-320,0,776.0,,,0,226332.0,,,0.0,Consumer credit,-9,12897.0
301002,5072079,Closed,currency 1,-384,0,-17.0,-17.0,0.0,0,73845.0,0.0,0.0,0.0,Consumer credit,-5,
291048,6547313,Closed,currency 1,-1142,0,,-1082.0,,0,1755000.0,,,0.0,Consumer credit,-1082,0.0
355188,6174195,Active,currency 1,-716,0,-535.0,-535.0,0.0,0,177660.0,30848.625,0.0,0.0,Consumer credit,-536,
425577,6642299,Closed,currency 1,-1387,0,-122.0,-122.0,,0,540000.0,0.0,,0.0,Credit card,-121,
335607,5281657,Active,currency 1,-8,0,723.0,,,0,1350000.0,1350000.0,,0.0,Consumer credit,-8,
105104,6317355,Active,currency 1,-180,0,7132.0,,,0,5751000.0,3809182.5,0.0,0.0,Mortgage,-18,22500.0
348139,5949529,Active,currency 1,-292,0,149.0,,,0,34573.5,14620.5,0.0,0.0,Consumer credit,-3,15249.105
223218,6315181,Closed,currency 1,-282,0,-101.0,-223.0,,0,159300.0,0.0,0.0,0.0,Consumer credit,-203,
389351,5748307,Closed,currency 1,-1436,0,390.0,-68.0,,0,594000.0,0.0,0.0,0.0,Consumer credit,-50,
428969,5100914,Closed,currency 1,-486,0,-252.0,-252.0,,0,313830.0,0.0,0.0,0.0,Consumer credit,-246,
341200,6276751,Closed,currency 1,-1709,0,-978.0,-974.0,,0,121612.5,0.0,,0.0,Consumer credit,-968,450.0
261440,6718879,Active,currency 1,-258,0,474.0,,0.0,0,62550.0,46975.5,0.0,0.0,Consumer credit,-34,2502.0
388689,5794616,Closed,currency 1,-1220,0,-1034.0,-1034.0,,0,123930.0,0.0,0.0,0.0,Consumer credit,-1034,
294544,5078320,Closed,currency 1,-2681,0,-2497.0,-2520.0,,0,38034.0,0.0,,0.0,Consumer credit,-1753,
430018,5662773,Closed,currency 1,-1681,0,,-588.0,0.0,0,252000.0,0.0,0.0,0.0,Credit card,-584,
123843,5914392,Closed,currency 1,-1459,0,-1245.0,-1274.0,,0,44599.5,0.0,,0.0,Consumer credit,-914,
322519,6317255,Active,currency 1,-2516,0,-2210.0,,,0,24300.0,0.0,,0.0,Consumer credit,-528,
237017,5759394,Active,currency 1,-2613,0,-1863.0,,,0,0.0,0.0,0.0,0.0,Credit card,-941,
218123,6506981,Active,currency 1,-1476,0,-849.0,,3962.475,0,4500.0,-852.345,5352.345,0.0,Credit card,-624,
317222,6539141,Closed,currency 1,-1718,0,-1317.0,-1317.0,,0,13500.0,0.0,0.0,0.0,Credit card,-864,0.0
130134,6176052,Closed,currency 1,-1221,0,-855.0,-854.0,,0,79380.0,0.0,0.0,0.0,Consumer credit,-853,0.0
309912,6136179,Closed,currency 1,-1070,0,-522.0,-584.0,,0,109575.0,0.0,0.0,0.0,Consumer credit,-573,
421721,5537588,Closed,currency 1,-926,0,-775.0,-893.0,,0,88369.11,0.0,,0.0,Consumer credit,-836,
364837,5959271,Active,currency 1,-2466,0,,,0.0,0,34650.0,0.0,34650.0,0.0,Credit card,-1069,3465.0
373784,6209003,Closed,currency 1,-105,0,443.0,-43.0,0.0,0,93150.0,0.0,0.0,0.0,Consumer credit,-43,
311858,5183997,Closed,currency 1,-1457,0,-1153.0,-1153.0,0.0,0,58275.0,0.0,0.0,0.0,Consumer credit,-1153,
230630,5894063,Closed,currency 1,-534,0,-168.0,-266.0,0.0,0,135000.0,0.0,0.0,0.0,Consumer credit,-266,
345615,6380729,Closed,currency 1,-1571,0,-839.0,-823.0,,0,166698.0,0.0,0.0,0.0,Consumer credit,-789,
224706,5127678,Closed,currency 1,-1221,0,-1099.0,-1159.0,,0,11979.0,0.0,,0.0,Consumer credit,-1158,
261415,5541611,Closed,currency 1,-175,0,-55.0,-55.0,0.0,0,61393.95,0.0,0.0,0.0,Consumer credit,-52,
205080,6461322,Active,currency 1,-219,0,7100.0,,,0,5310000.0,5265108.0,0.0,0.0,Mortgage,-45,
273305,5386916,Active,currency 1,-2449,0,8509.0,,13230.0,2,135000.0,,,0.0,Credit card,-47,
455523,5464374,Closed,currency 1,-778,0,-48.0,-61.0,0.0,0,337500.0,,,0.0,Consumer credit,-61,
329759,5663471,Closed,currency 1,-1731,0,-1427.0,-1421.0,6634.62,0,60750.0,0.0,0.0,0.0,Consumer credit,-1421,
393666,6017370,Active,currency 1,-366,0,-1.0,,,0,123984.0,,,0.0,Consumer credit,-30,
180050,6479482,Closed,currency 1,-517,0,-333.0,-427.0,0.0,0,40221.0,0.0,0.0,0.0,Consumer credit,-427,
365121,6277826,Closed,currency 1,-1601,0,-1293.0,-1293.0,,0,55012.5,0.0,,0.0,Consumer credit,-1070,
279394,6842737,Closed,currency 1,-364,0,-182.0,-182.0,,0,38169.0,0.0,0.0,0.0,Consumer credit,-167,0.0
171076,5299244,Closed,currency 1,-1498,0,-1256.0,-1308.0,13030.245,0,90000.0,0.0,0.0,0.0,Consumer credit,-1308,
157548,5668353,Closed,currency 1,-1902,0,-1174.0,-1551.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-1343,981.0
149992,5177961,Closed,currency 1,-1755,0,-1025.0,-1025.0,,0,356332.5,0.0,,0.0,Consumer credit,-1025,337.5
236649,5325917,Closed,currency 1,-148,0,-79.0,-79.0,,0,92646.0,0.0,0.0,0.0,Consumer credit,-55,
343435,6716489,Active,currency 1,-1271,0,,,0.0,0,180000.0,0.0,180000.0,0.0,Credit card,-30,
120817,5236365,Closed,currency 1,-757,0,-482.0,-454.0,,0,65700.0,,,0.0,Consumer credit,-445,0.0
428138,6074807,Active,currency 1,-213,0,518.0,,,0,220500.0,172809.0,0.0,0.0,Consumer credit,-26,
265556,6626264,Active,currency 1,-213,0,1614.0,,6160.05,0,791089.92,761886.0,0.0,0.0,Consumer credit,-12,
313957,6011801,Closed,currency 1,-2514,0,-2148.0,-2140.0,,0,203296.5,0.0,0.0,0.0,Consumer credit,-1017,0.0
211403,6390295,Closed,currency 1,-2464,0,-2099.0,-2099.0,0.0,0,110250.0,0.0,0.0,0.0,Consumer credit,-2099,
410748,5026762,Closed,currency 1,-1195,0,-1011.0,-1043.0,,0,105705.0,0.0,0.0,0.0,Consumer credit,-1043,
124331,5756118,Closed,currency 1,-831,0,-466.0,-466.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-457,
437703,6237215,Active,currency 1,-163,0,568.0,,0.0,0,103333.5,85680.0,0.0,0.0,Consumer credit,-7,
330060,6586323,Closed,currency 1,-1268,0,-1085.0,-1085.0,0.0,0,62199.315,0.0,0.0,0.0,Consumer credit,-993,0.0
226952,6151311,Closed,currency 1,-1731,0,-1550.0,-1549.0,,0,28710.0,0.0,,0.0,Consumer credit,-1549,0.0
454291,6673379,Active,currency 1,-1335,0,492.0,,,0,495000.0,146574.0,0.0,0.0,Consumer credit,-44,
226906,5728742,Closed,currency 1,-2531,0,-2379.0,-2340.0,0.0,0,15574.5,0.0,0.0,0.0,Consumer credit,-1671,
392080,6741204,Closed,currency 1,-2635,0,-2312.0,-2312.0,,0,55201.5,0.0,0.0,0.0,Consumer credit,-2297,
100514,6698519,Active,currency 1,-395,0,726.0,,,0,526500.0,481918.5,0.0,0.0,Credit card,-23,
419837,6279872,Active,currency 1,-947,0,,,0.0,0,146250.0,0.0,146250.0,0.0,Credit card,-50,14625.0
278464,5678050,Active,currency 1,-63,0,118.0,,0.0,0,75323.34,64120.5,0.0,0.0,Consumer credit,-24,
235047,6319340,Active,currency 1,-269,0,829.0,,0.0,0,715195.8,608800.5,0.0,0.0,Consumer credit,-13,
380213,6290850,Closed,currency 1,-2434,0,-1341.0,-1631.0,,0,270000.0,0.0,,0.0,Consumer credit,-1631,
442102,5191644,Closed,currency 1,-1724,0,-1482.0,-1664.0,,0,94639.5,0.0,0.0,0.0,Consumer credit,-911,
355997,5916652,Closed,currency 1,-1005,0,-277.0,-277.0,,0,3150000.0,,,0.0,Loan for business development,-277,0.0
407947,6531039,Closed,currency 1,-1242,0,-937.0,-916.0,,0,185184.0,,,0.0,Consumer credit,-909,0.0
117571,5592921,Closed,currency 1,-1126,0,-396.0,-713.0,,0,531000.0,,,0.0,Consumer credit,-710,
301423,6748397,Closed,currency 1,-1865,0,-1623.0,-1606.0,,0,37872.0,0.0,0.0,0.0,Consumer credit,-950,
118775,5985874,Active,currency 1,-715,0,15.0,,,0,225000.0,13617.0,0.0,0.0,Consumer credit,-21,
134254,5499178,Closed,currency 1,-2151,0,-1603.0,-1603.0,0.0,0,112275.0,0.0,0.0,0.0,Consumer credit,-1603,
113548,5715806,Active,currency 1,-344,0,-40.0,,16205.58,0,155236.5,0.0,0.0,0.0,Consumer credit,-40,
211127,6055418,Closed,currency 1,-1053,0,-961.0,-960.0,,0,10390.5,0.0,,0.0,Consumer credit,-960,
135836,6391024,Closed,currency 1,-2643,0,-1547.0,-1545.0,,0,262017.0,0.0,0.0,0.0,Consumer credit,-1538,6187.5
396339,6148061,Closed,currency 1,-1590,0,-857.0,-883.0,,0,239359.5,0.0,0.0,0.0,Consumer credit,-880,
232487,5274970,Closed,currency 1,-2235,0,-1840.0,-1866.0,10755.0,0,100093.14,0.0,0.0,0.0,Consumer credit,-1839,
264796,5342355,Active,currency 1,-1494,0,332.0,,,0,135000.0,56745.0,,0.0,Credit card,-985,
122035,5734914,Active,currency 1,-403,0,1421.0,,,0,612000.0,516618.0,0.0,0.0,Consumer credit,-7,
168850,6594711,Closed,currency 1,-1108,0,-952.0,-952.0,,0,112410.0,0.0,,0.0,Consumer credit,-947,4050.0
291859,6781749,Closed,currency 1,-689,0,-462.0,-462.0,,0,61384.5,0.0,0.0,0.0,Consumer credit,-440,0.0
284921,5457621,Closed,currency 1,-2125,0,-1155.0,-1331.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-1037,
220056,5944556,Closed,currency 1,-2212,0,-1848.0,-1117.0,,0,60516.0,,,0.0,Consumer credit,-1114,0.0
366061,5288756,Closed,currency 1,-714,0,-502.0,-502.0,,0,157500.0,0.0,,0.0,Consumer credit,-502,
395186,6754312,Closed,currency 1,-882,0,-698.0,-692.0,,0,176247.0,0.0,0.0,0.0,Consumer credit,-691,
306890,5228716,Active,currency 1,-341,0,387.0,,,0,82485.0,49896.0,0.0,0.0,Consumer credit,-4,
206569,5282419,Active,currency 1,-613,0,117.0,,,0,301275.0,,,0.0,Consumer credit,-93,
243450,5583805,Active,currency 1,-154,0,150.0,,0.0,0,103455.0,66838.5,0.0,0.0,Consumer credit,-32,
291800,5921952,Closed,currency 1,-1442,0,-1223.0,-1223.0,0.0,0,93105.0,0.0,0.0,0.0,Consumer credit,-1223,
400483,6659628,Closed,currency 1,-2058,0,-1328.0,-1328.0,,0,135900.0,0.0,0.0,0.0,Consumer credit,-1326,7933.5
332125,6664566,Active,currency 1,-138,0,,,,0,900000.0,810594.0,,0.0,Consumer credit,-6,
188237,6310184,Closed,currency 1,-1768,0,-1494.0,-1494.0,0.0,0,36337.5,0.0,0.0,0.0,Consumer credit,-1494,
433651,6709031,Closed,currency 1,-1075,0,-620.0,-593.0,,0,675000.0,,,0.0,Consumer credit,-587,0.0
165480,5058959,Closed,currency 1,-2337,0,-547.0,-547.0,,0,67500.0,0.0,,0.0,Consumer credit,-547,
456209,6664551,Closed,currency 1,-991,0,835.0,-690.0,,0,674662.5,,,0.0,Consumer credit,-690,0.0
352037,6262450,Closed,currency 1,-696,0,-451.0,-451.0,0.0,0,44001.0,0.0,0.0,0.0,Consumer credit,-446,
139949,5717624,Closed,currency 1,-1433,0,-337.0,-492.0,0.0,0,675000.0,,,0.0,Consumer credit,-492,
416132,6233183,Closed,currency 1,-2703,0,-1577.0,-1568.0,,0,1401300.0,0.0,0.0,0.0,Consumer credit,-973,0.0
264098,5738212,Closed,currency 1,-1574,0,-922.0,-922.0,0.0,0,533898.315,0.0,0.0,0.0,Consumer credit,-922,
346587,5111394,Closed,currency 1,-837,0,-533.0,-564.0,,0,57204.0,0.0,,0.0,Consumer credit,-551,
294292,6247787,Closed,currency 1,-570,0,-448.0,-448.0,2070.0,0,20088.0,0.0,0.0,0.0,Consumer credit,-442,0.0
177448,5797816,Closed,currency 1,-1730,0,-1365.0,-1607.0,,0,94500.0,0.0,0.0,0.0,Consumer credit,-1161,0.0
268725,6780426,Active,currency 1,-1087,0,168.0,,,0,1170000.0,672885.0,0.0,0.0,Credit card,-142,
291038,6588440,Closed,currency 1,-232,0,-50.0,-50.0,,0,48649.5,0.0,0.0,0.0,Consumer credit,-49,0.0
106129,5334317,Active,currency 1,-716,0,1840.0,,,0,2230915.5,1903392.0,,0.0,Car loan,-11,
435037,5033295,Closed,currency 1,-1951,0,-1585.0,-1585.0,,0,138249.0,0.0,,0.0,Consumer credit,-1495,
117994,5189395,Closed,currency 1,-2470,0,-2043.0,-2042.0,0.0,0,137979.0,,,0.0,Consumer credit,-2042,
126881,6505353,Active,currency 1,-96,0,330.0,,0.0,0,117409.5,104233.5,0.0,0.0,Consumer credit,-30,
382158,5105865,Active,currency 1,-2877,0,-1421.0,,,0,382725.0,,,0.0,Consumer credit,-1986,0.0
348161,5233370,Closed,currency 1,-2443,0,-2260.0,-2290.0,0.0,0,37575.0,0.0,0.0,0.0,Consumer credit,-2290,
158642,6767456,Closed,currency 1,-1793,0,-1548.0,-1548.0,,0,53910.0,0.0,,0.0,Consumer credit,-996,0.0
124192,5707880,Closed,currency 1,-2829,0,-2709.0,-2766.0,13444.56,0,38442.555,0.0,0.0,0.0,Consumer credit,-2766,
127781,5752904,Closed,currency 1,-827,0,-525.0,-499.0,,0,149850.0,,,0.0,Consumer credit,-493,0.0
180823,5471876,Closed,currency 1,-203,0,-194.0,-194.0,0.0,0,46796.22,0.0,0.0,0.0,Consumer credit,-194,
229392,5696046,Active,currency 1,-136,0,960.0,,0.0,0,135000.0,126486.0,0.0,0.0,Consumer credit,-14,
428973,6694672,Closed,currency 1,-637,0,-425.0,-484.0,0.0,0,107524.8,0.0,0.0,0.0,Consumer credit,-484,
306280,6636901,Closed,currency 1,-498,0,-132.0,-132.0,3858.075,0,129595.5,0.0,0.0,0.0,Consumer credit,-132,12766.5
342867,5140457,Closed,currency 1,-1287,0,-890.0,-919.0,1350.0,0,96750.0,0.0,0.0,0.0,Consumer credit,-919,
167716,6731035,Closed,currency 1,-618,0,-344.0,-344.0,0.0,0,65290.5,0.0,0.0,0.0,Consumer credit,-344,0.0
380215,6394292,Closed,currency 1,-1937,0,-1755.0,-996.0,,0,36450.0,,,0.0,Consumer credit,-993,
334484,5837293,Active,currency 1,-124,0,607.0,,,0,466807.5,434389.5,0.0,0.0,Consumer credit,-41,
298704,5308296,Active,currency 1,-305,0,791.0,,,0,112500.0,99459.0,0.0,0.0,Consumer credit,-30,
380932,5171985,Closed,currency 1,-2568,0,-2233.0,-2261.0,0.0,0,59656.5,0.0,0.0,0.0,Consumer credit,-2261,
328651,5187698,Closed,currency 1,-2637,0,-1541.0,-1904.0,,0,405000.0,0.0,0.0,0.0,Car loan,-1297,
252796,5955014,Closed,currency 1,-2819,0,-2451.0,-2440.0,,0,38790.0,0.0,0.0,0.0,Consumer credit,-767,
161610,5090449,Active,currency 1,-533,0,30949.0,,,0,27000.0,25407.0,0.0,0.0,Credit card,-20,2785.5
244690,6579316,Active,currency 1,-476,0,620.0,,,0,2361375.0,,,0.0,Consumer credit,-13,
432813,5856062,Closed,currency 1,-2765,0,-2581.0,-2581.0,,0,35680.5,0.0,,0.0,Consumer credit,-1177,
346352,5633701,Active,currency 1,-371,0,1455.0,,,0,108000.0,97992.0,0.0,0.0,Consumer credit,-36,
121041,5006071,Closed,currency 1,-40,0,-24.0,-4.0,,0,22500.0,0.0,,0.0,Microloan,-4,
138356,5043713,Closed,currency 1,-1030,0,-633.0,-662.0,0.0,0,147861.36,0.0,0.0,0.0,Consumer credit,-662,
296146,6477179,Active,currency 1,-442,0,-258.0,,0.0,0,44052.75,23451.705,0.0,0.0,Consumer credit,-244,
158900,5580168,Active,currency 1,-24,0,1095.0,,,0,144000.0,133852.5,0.0,0.0,Credit card,-9,0.0
301599,5533005,Closed,currency 1,-1253,0,-1163.0,-941.0,,0,37665.0,,,0.0,Consumer credit,-938,
409925,5558864,Closed,currency 1,-2273,0,-1967.0,-1967.0,0.0,0,99450.0,0.0,0.0,0.0,Consumer credit,-1587,
235832,5908480,Active,currency 1,-367,0,729.0,,,0,450000.0,336537.0,0.0,0.0,Consumer credit,-18,
448396,5204784,Closed,currency 1,-2768,0,-2642.0,-2642.0,,0,206100.0,0.0,,0.0,Credit card,-837,
444744,6631259,Active,currency 1,-1190,0,637.0,,62914.5,0,2250000.0,,,0.0,Consumer credit,-32,62914.5
264973,5436771,Closed,currency 1,-1854,0,-1487.0,-1487.0,0.0,0,86400.0,0.0,0.0,0.0,Consumer credit,-1487,
318458,5203683,Active,currency 1,-108,0,1724.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-43,
237010,5777241,Active,currency 1,-1224,0,-145.0,,,0,324000.0,290380.5,0.0,0.0,Credit card,-6,
290625,5028933,Active,currency 1,-1343,0,830.0,,,0,369000.0,0.0,0.0,0.0,Credit card,-13,
290482,5490032,Closed,currency 1,-1185,0,-820.0,-1014.0,1696.5,0,23985.0,0.0,0.0,0.0,Consumer credit,-780,319738.5
300917,6390318,Active,currency 1,-441,0,647.0,,0.0,0,360000.0,237534.3,0.0,0.0,Consumer credit,-10,
279104,5010565,Closed,currency 1,-688,0,-144.0,-144.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-142,0.0
214514,5712053,Active,currency 1,-302,0,704.0,,0.0,0,225000.0,,,0.0,Consumer credit,-29,
127205,6062342,Active,currency 1,-28,0,339.0,,0.0,0,148140.0,148140.0,0.0,0.0,Consumer credit,-25,
307571,5571916,Closed,currency 1,-2765,0,12910.0,-206.0,,0,90000.0,0.0,0.0,0.0,Credit card,-149,
149527,6801387,Active,currency 1,-311,0,785.0,,,0,428445.0,342486.0,0.0,0.0,Consumer credit,-8,4829.625
350341,6581589,Closed,currency 1,-1818,0,-1637.0,-1637.0,,0,83475.0,0.0,,0.0,Consumer credit,-904,
369234,5343905,Active,currency 1,-1439,0,-343.0,,,0,337500.0,323770.5,,0.0,Credit card,-195,14754.105
225212,6483529,Closed,currency 1,-2670,0,-2455.0,-2515.0,0.0,0,22635.0,0.0,0.0,0.0,Consumer credit,-2515,
387007,6666878,Closed,currency 1,-2184,0,-1878.0,-1850.0,,0,101398.5,0.0,0.0,0.0,Consumer credit,-1847,
372495,5189774,Active,currency 1,-498,0,607.0,,,0,292500.0,100053.0,0.0,0.0,Credit card,-9,
246650,5809646,Active,currency 1,-434,0,,,,0,67500.0,0.0,0.0,0.0,Credit card,-20,
212074,5962405,Closed,currency 1,-1147,0,-841.0,-827.0,,0,91449.0,0.0,0.0,0.0,Consumer credit,-700,
439799,6142758,Active,currency 1,-304,0,792.0,,0.0,0,22500.0,-450.0,22950.0,0.0,Credit card,-173,
359963,6565599,Active,currency 1,-444,0,,,,0,1800000.0,,,0.0,Consumer credit,-18,
163132,5491414,Active,currency 1,-284,0,832.0,,,0,45000.0,0.0,,0.0,Credit card,-107,0.0
123850,5584807,Closed,currency 1,-551,0,-3.0,-101.0,,0,204682.5,,,0.0,Consumer credit,-101,
216749,6784097,Closed,currency 1,-700,0,-335.0,-697.0,,0,180000.0,0.0,,0.0,Credit card,-697,
179334,6656692,Closed,currency 1,-749,0,-293.0,-265.0,,0,179995.5,,,0.0,Consumer credit,-251,
233320,6083380,Closed,currency 1,-263,0,-90.0,-90.0,3757.5,0,25110.0,0.0,0.0,0.0,Consumer credit,-90,
445716,6012275,Active,currency 1,-117,0,10841.0,,0.0,0,180000.0,,,0.0,Credit card,-19,7821.0
429332,6572770,Closed,currency 1,-2871,0,-2566.0,-2566.0,5960.34,0,60750.0,0.0,0.0,0.0,Consumer credit,-628,
252993,5077724,Active,currency 1,-1064,0,32.0,,,0,225000.0,185323.5,,0.0,Credit card,-347,
